time,close,RSI,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1395014400,460,52.3586405737032,,,,
1396224000,416.3,50.38241663967136,,,,
1397433600,430,51.00673767093006,,,,
1398643200,440,51.48657979059515,,,,
1399852800,573.9,57.49023778330473,,,,
1401062400,658,60.77369633681356,,,,
1402272000,600.34,57.49474950428265,,,,
1403481600,630.57,58.751292238449615,,,,
1404691200,627,58.53123426058067,,,,
1405900800,588.73,56.10519566746635,,,,
1407110400,496.86,50.67513281933291,,,,
1408320000,479.04,49.670927061099135,,,,
1409529600,475.49,49.46064948444439,,,,
1410739200,375.35,43.82462554714812,,,,
1411948800,378.11,44.01398141873864,,,,
1413158400,355.18,42.72543822215702,,,,
1414368000,364.77,43.4708225012196,,,,
1415577600,367.17,43.6684047036854,,,,
1416787200,377.26,44.54595694327303,,,,
1417996800,320.01,40.67419291419711,,,,
1419206400,264,37.26194286772956,,,,
1420416000,211.85,34.37070533997017,,,,
1421625600,226.93,35.91908930104165,,,,
1422835200,235.63,36.84483645555723,,,,
1424044800,258.34,39.30955099029203,,,,
1425254400,286.75,42.341088753000044,,,,
1426464000,242,39.03367475417528,,,,
1427673600,236.5,38.634233267058534,,,,
1428883200,219.52,37.363028587736146,,,,
1430092800,239.13,39.82554940233112,,,,
1431302400,239.22,39.837239725363595,,,,
1432512000,222.7,38.36394427874385,,,,
1433721600,243.64,41.32602855296285,,,,
1434931200,271.5,45.1059026774775,,,,
1436140800,275.47,45.643279801222896,,,,
1437350400,282.32,46.61437675514206,,,,
1438560000,256.11,43.41812112273903,,,,
1439769600,229,40.33723972124383,,,,
1440979200,229.66,40.44802937196634,,,,
1442188800,232.41,40.940138832976274,,,,
1443398400,248.05,43.785283416149575,,,,
1444608000,283.96,49.768705370746275,,,,
1445817600,372.65,60.85168654109305,,,,
1447027200,324.2,53.860421288975076,,,,
1448236800,388.24,60.34553352454047,,,,
1449446400,442.54,64.85606252268504,,,,
1450656000,431.04,63.21605642702649,,,,
1451865600,380.16,56.418534318369765,,,,
1453075200,368.49,54.958816080494096,,,,
1454284800,405,58.57029233533984,,,,
1455494400,431.68,61.029363732919364,,,,
1456704000,413.04,58.420397010432985,,,,
1457913600,416.64,58.78684039401667,,,,
1459123200,418.36,58.972881192509014,,,,
1460332800,460.02,63.29478911024604,,,,
1461542400,458.21,62.984346653322895,,,,
1462752000,438.8,59.607982935990464,,,,
1463961600,573.91,71.1866200713109,,,,
1465171200,761.44,79.82933324003577,,,,
1466380800,658.27,67.7832551170745,,,,
1467590400,679.54,68.82761911083652,,,,
1468800000,623.83,63.061484530405515,,,,
1470009600,568.76,57.897898362178715,,,,
1471219200,573.2,58.19511074040957,,,,
1472428800,606.32,60.438613767162146,,,,
1473638400,598.98,59.67429018478201,,,,
1474848000,613.06,60.70097195889754,,,,
1476057600,648.74,63.254083505968104,,,,
1477267200,709.93,67.19071722386796,,,,
1478476800,727.09,68.21898264939472,,,,
1479686400,762,70.26096778639237,,,,
1480896000,788.67,71.75409929293879,,,,
1482105600,997.75,80.16275736416054,,,,
1483315200,821.86,63.135082226332116,,,,
1484524800,912.01,67.0037111219475,,,,
1485734400,1000.73,70.30625955379709,,,,
1486944000,1179.05,75.59373762852395,,,,
1488153600,1226.62,76.78151573457566,,,,
1489363200,960,59.34801842744494,,,,
1490572800,1206.2,66.83614045082598,,,,
1491782400,1241.99,67.76568034641176,,,,
1492992000,1554.01,74.48106544583183,,,,
1494201600,2017.55,80.86039295163363,,,,
1495411200,2530.27,85.25199798733411,,,,
1496620800,2516.98,84.70943340556352,,,,
1497830400,2504.37,84.16211719044637,,,,
1499040000,1917.63,63.57812718922164,,,,
1500249600,2742.37,73.41911000644664,,,,
1501459200,4053.87,81.82768466086857,,,,
1502668800,4337.68,83.07539959174208,,,,
1503878400,4226.22,80.73105334385995,,,,
1505088000,3664.22,70.0041350976898,,,,
1506297600,4597.98,75.76578581883277,,,,
1507507200,5969,81.41154191832257,,,,
1508716800,7372.72,85.21052464899911,,,,
1509926400,8016.58,86.56666159891822,,,,
1511136000,11250,91.0199779183085,,,,
1512345600,18953,95.14728527318537,,,,
1513555200,13880,71.75668278914347,,,,
1514764800,13647.99,70.89824853614216,,,,
1515974400,11685.58,63.93154091463915,,,,
1517184000,8067,53.49335498849608,,,,
1518393600,9590.04,56.69797044166551,,,,
1519603200,9535.04,56.54643918069176,,,,
1520812800,8453.9,53.51853009934684,,,,
1522022400,7027.26,49.73403126412462,,,,
1523232000,8789.96,54.056910350728835,,,,
1524441600,9623.54,55.98468562003164,,,,
1525651200,8518.48,52.82049987401896,,,,
1526860800,7703.67,50.55176261348431,,,,
1528070400,6453.41,47.20159136259399,,,,
1529280000,6349.99,46.924565798962455,,,,
1530489600,6349.3,46.92258712428219,,,,
1531699200,8216.74,52.731897163272805,,,,
1532908800,6310.82,47.069537707343805,,,,
1534118400,6700.46,48.29197211156245,,,,
1535328000,6236.04,46.9015734142492,,,,
1536537600,6702.22,48.5043119642927,,,,
1537747200,6577.63,48.08655955034673,,,,
1538956800,6413.38,47.50567346338279,,,,
1540166400,6421.76,47.54049234384223,,,,
1541376000,5559.26,44.28470549946838,,,,
1542585600,4102.05,39.37796309339231,,,,
1543795200,3193.78,36.65203087858153,,,,
1545004800,3835.79,39.82308206031302,,,,
1546214400,4040.71,40.841013477497164,,,,
1546819200,3536.72,39.08966417938213,,,,
1548028800,3414.82,38.65786619561191,,,,
1549238400,3625.6,39.894227019648774,,,,
1550448000,3789.52,40.89197313821123,,,,
1551657600,3965.5,42.00501211696062,,,,
1552867200,4096.08,42.86475002775179,,,,
1554076800,5162.72,49.45604466768491,,,,
1555286400,5160.98,49.4460235991761,,,,
1556496000,6974.35,58.81260018431544,,,,
1557705600,8733.26,65.49135304643752,,,,
1558915200,7632.99,59.041782529482404,,,,
1560124800,10831.95,68.6947056196615,,,,
1561334400,11469.96,70.20302507642238,,,,
1562544000,10600.24,65.56548700997061,,,,
1563753600,10986.96,66.62133755829676,,,,
1564963200,10318.99,63.02652010326211,,,,
1566172800,9767.53,60.14130571813305,,,,
1567382400,10305.74,61.97105452347679,,,,
1568592000,8047.6,51.32515305836437,,,,
1569801600,8282.96,52.245963255498765,,,,
1571011200,9557.08,56.98950106879274,,,,
1572220800,9024.49,54.550250660092125,,,,
1573430400,6908.36,46.10613342842762,,,,
1574640000,7524.26,48.59999973714274,,,,
1575849600,7509.7,48.5428130919269,,,,
1577059200,7356.7,47.904912299467135,,,,
1578268800,8696.6,53.6493752553553,,,,
1579478400,9329.39,56.110776739836844,,,,
1580688000,9912.89,58.309304446559324,,,,
1581897600,8528.95,51.69500686105961,,,,
1583107200,5343.64,40.34992308377584,,,,
1584316800,5870.9,42.59567375220494,,,,
1585526400,6908.24,46.836451147231074,,,,
1586736000,7701.73,49.88619422555737,,,,
1587945600,8731.17,53.604692724239975,,,,
1589155200,8718.77,53.553146062647386,,,,
1590364800,9750.04,57.23621035169005,,,,
1591574400,9283.03,55.10520708579488,,,,
1592784000,9076.82,54.14657391633154,,,,
1593993600,9211.99,54.70284440409234,,,,
1595203200,11071.66,61.604251171975335,,,,
1596412800,11914.02,64.26045983266921,,,,
1597622400,11708.97,63.11583257723009,,,,
1598832000,10334.78,55.92619174812095,,,,
1600041600,10780.66,57.61334269534128,,,,
1601251200,11372.93,59.81391424993962,,,,
1602460800,13039.09,65.27555675493932,,,,
1603670400,15489.15,71.42549760405448,,,,
1604880000,18435.2,76.75626406973808,,,,
1606089600,19380.58,78.16404217962601,,,,
1607299200,23470.85,82.96994146839106,,,,
1608508800,33097.83,89.06829951443785,,,,
1609718400,35819.25,90.1428756683734,,,,
1610928000,33141.38,81.63884304897618,,,,
1612137600,48662.5,88.44381406570491,,,,
1613347200,45240.96,81.29137820847666,,,,
1614556800,59016.39,86.14827268919133,,,,
1615766400,55790.92,80.85532014948225,,,,
1616976000,59979.26,82.37005298140856,,,,
1618185600,49128.43,67.47515494675989,,,,
1619395200,58305.24,72.07437832518218,,,,
1620604800,34706.79,51.79235265864783,,,,
1621814400,35808.85,52.46509612328569,,,,
1623024000,35589.77,52.30882071031387,,,,
1624233600,35289.21,52.07962779582555,,,,
1625443200,31776.65,49.3578079596606,,,,
1626652800,39839,55.15157795201068,,,,
1627862400,47028.3,59.59109270273816,,,,
1629072000,48808.72,60.63046039500095,,,,
1630281600,46035,58.12227547734597,,,,
1631491200,43204.73,55.59499014479813,,,,
1632700800,54714.95,62.69857443433523,,,,
1633910400,60910.16,65.8638878274489,,,,
1635120000,63300,67.02629042291409,,,,
1636329600,58678.47,62.587813865682755,,,,
1637539200,49463.22,54.795920478691,,,,
1638748800,46704.67,52.681601022970604,,,,
1639958400,47350.22,53.13730555063204,,,,
1641168000,43107.7,49.74656108264151,,,,
1642377600,37941.82,45.905384593445156,,,,
1643587200,42077.74,49.28195786100048,,,,
1644796800,37712.68,46.01724123768936,,,,
1646006400,37790.54,46.085848356049766,,,,
1647216000,46864.39,53.502466200027484,,,,
1648425600,42133.85,49.666535116156,,,,
1649635200,39467.4,47.595121424363235,,,,
1650844800,34025.5,43.59864068599451,,,,
1652054400,30264.66,41.03426901741289,,,,
1653264000,29888.98,40.776260928478074,,,,
1654473600,20552.82,34.90294239336234,,,,
1655683200,19294.46,34.18816106543538,,,,
1656892800,20801.85,35.88209280505434,,,,
1658102400,23322.53,38.72243176391465,,,,
1659312000,24320,39.85780054729835,,,,
1660521600,19557,36.390519069724036,,,,
1661731200,21835,39.118365367314155,,,,
1662940800,18810,36.85796317997144,,,,
1664150400,19445,37.67214283507812,,,,
1665360000,19574,37.847474802245756,,,,
1666569600,20907,39.73405807982488,,,,
1667779200,16256,35.66612329156172,,,,
1668988800,17114,36.94854773105223,,,,
1670198400,16749,36.614174447626105,,,,
1671408000,16615,36.48363884992413,,,,
1672617600,20885,43.407471664271185,,,,
1673827200,23746,47.53425328541975,,,,
1675036800,21789,45.11103343323548,,,,
1676246400,23562,47.71174896416763,,,,
1677456000,22183,45.89049401889474,,,,
1678665600,28004,53.89149721665207,,,,
1679875200,28340,54.311453974354755,,,,
1681084800,27596,53.15693304258131,,,,
1682294400,28472,54.386410266274176,,,,
1683504000,26750,51.5235842368289,,,,
1684713600,27125,52.114722908809846,,,,
1685923200,26340,50.72039609613013,,,,
1687132800,30616,57.405529695441366,,,,
1688342400,30253,56.702300050836456,,,,
1689552000,29279,54.76376458221884,,,,
1690761600,29284,54.772312752934454,,,,
1691971200,26090,48.47116349878654,,,,
1693180800,25836,47.99826523781724,,,,
1694390400,26248,48.86965248475764,,,,
1695600000,27933,52.38391669535571,,,,
1696809600,30002,56.351032758604205,,,,
1698019200,35045,64.18378051446211,,,,
1699228800,37426,67.17848455462568,,,,
1700438400,39989,70.07868939065946,,,,
1701648000,41345,71.51290351778988,,,,
1702857600,42258,72.46974370931933,,,,
1704067200,41715,70.94352173586762,,,,
1705276800,42026,71.31612278557608,,,,
1706486400,48313,77.57618168538481,,,,
1707696000,51722,80.11087006559404,,,,
1708905600,69026,87.70683452530663,,,,
1710115200,67188,84.03558380620336,,,,
1711324800,69358,84.84228597929096,,,,
1712534400,64950,76.39719847469586,,,,
1713744000,64021,74.70938000063867,,,,
1714953600,66275,76.08962917433976,,,,
1716163200,67752,76.97634322252796,,,,
1717372800,66622,74.69407816668009,,,,
1718582400,62676,67.20119250703472,,,,
1719792000,60823,63.95666283561509,,,,
1721001600,68264,70.18236728653136,,,,
1722211200,58725,56.66895725820344,,,,
1723420800,64262,61.324106943218254,,,,
1724630400,54866,51.26017362166115,,,,
1725840000,63563,58.112419511747774,,,,
1727049600,62814,57.364441617696485,,,,
1728259200,69011,61.751003065062434,,,,
1729468800,68738,61.451054054884175,,,,
1730678400,89861,72.55803920986715,,,,
1731888000,97291,75.25844243757462,,,,
1733097600,104427,77.54402114085488,,,,
1734307200,93557,67.3393818968221,,,,
1735516800,98327,69.25163296735187,,,,
1736121600,101237,70.39059560553622,,,,
1737331200,97675,67.1135445515936,,,,
1738540800,96132,65.68693779016483,,,,
1739750400,94273,63.92392413464003,,,,
1740960000,82555,54.07225287169071,,,,
1742169600,82359,53.922558924933185,,,,
1743379200,83712,54.85173338533726,,,,
1744588800,93769,61.12675273605932,,,,
1745798400,104129,66.31982448619908,,,,
1747008000,109068,68.48155819754746,,,,
1748217600,105792,65.4794758961952,,,,
1749427200,101015,61.262149419662705,,,,
1750636800,109233,65.39174318615184,,,,
1751846400,117339,68.91211208333101,,,,
1753056000,114226,66.13006420710471,,,,
1754265600,117490,67.60672131044758,,,,
1755475200,108269,59.689451765267066,,,,
1756684800,115342,63.24504275879126,,,,
1757894400,112203,60.68669871988439,,,,
1759104000,115090,62.2011362136774,,,,
1760313600,114551,61.72307221712149,,,,
1761523200,104705,53.616424211880705,,,,
1762732800,86803,42.64850991262065,,,,
1763942400,90405,45.08274147832832,,,,
1765152000,88636,44.092924506114265,,,,
1766361600,91501,46.15484852894302,,,,
1767571200,93636,47.70274778312151,,,,
1768780800,76888,38.38160819120532,,,,
1769990400,69131,34.97302186203588,,,,
